father_id,user_id
2636752925,5994595188
2636752925,7490158089
2636752925,7493213077
2636752925,5892201690
2636752925,7001116533
2636752925,5213691902
2636752925,7371417720
2636752925,7506808935
2636752925,7253709575
2636752925,5663412342
2636752925,2383971415
2636752925,5586214257
2636752925,6324649330
2636752925,5818810140
2636752925,5721185932
2636752925,6051245551
2636752925,5327968820
2636752925,5487432435
2636752925,6716520394
2636752925,6962282182
2636752925,6994716771
2636752925,5562806947
2636752925,6171018580
2636752925,7294005536
2636752925,7649932176
2636752925,7560173963
2636752925,5574286218
2636752925,6061698075
2636752925,6071605730
2636752925,7270349535
2636752925,5229018108
2636752925,5760763974
2636752925,6588803356
2636752925,6872614606
2636752925,6616980867
2636752925,7749872640
2636752925,6171018580
2636752925,6694712874
2636752925,7201249623
2636752925,7170510702
2636752925,6351992327
2636752925,7615582260
6614596240,7404593168
7404593168,6544943237
7404593168,6547556681
7404593168,7647629394
7404593168,6601669961
7404593168,6582724079
7404593168,6583453134
7404593168,7428657768
7404593168,6588610886
7404593168,7374669884
7404593168,7220504178
7404593168,6528669342
7404593168,6462952514
6614596240,6879312376
6879312376,6031315009
6879312376,5374337099
6879312376,6373940397
6879312376,6345643858
6879312376,6664067819
6879312376,6504388196
6879312376,6702303886
6879312376,7117119085
6879312376,6067545105
6879312376,3081557151
6879312376,6031315009
6614596240,6490538968
6490538968,5499753400
6490538968,5688872893
6490538968,5907387287
6490538968,5193122903
6490538968,7659277085
6490538968,1743125460
6490538968,1781671434
6490538968,5842688581
6490538968,6910861359
6490538968,5678078832
6490538968,6897577888
6490538968,5666018307
6490538968,6667560375
6490538968,6554995185
6490538968,2901461882
6490538968,6736618885
6490538968,6739576799
6490538968,7036395931
6490538968,7559754369
6490538968,7453817259
6490538968,6263606198
6490538968,5015971105
6490538968,7528021537
6490538968,6117530889
6490538968,7237581369
6614596240,5015971105
6614596240,7528021537
6614596240,6117530889
6614596240,7237581369
6614596240,7146943202
7146943202,6471347951
7146943202,7129192902
7146943202,6170192783
7146943202,6437570902
7146943202,7160732854
7146943202,7485737947
7146943202,6604261268
7146943202,5990633059
7146943202,6606400011
7146943202,5870421394
7146943202,5653945590
7146943202,6983733884
7146943202,7644212827
7146943202,7411332945
7146943202,7717873323
7146943202,6592493613
7146943202,7485394438
7146943202,7702323017
7146943202,7704003253
7146943202,6342384233
7146943202,7745580657
7146943202,6985117022
7146943202,5196897495
7146943202,6447485398
7146943202,5172250463
7146943202,5373123401
6614596240,7458735065
7458735065,3268218601
7458735065,5888146291
7458735065,6127802910
7458735065,7400274404
7458735065,6315769831
7458735065,7492430691
7458735065,7563837722
7458735065,7028965695
6614596240,6136209279
6136209279,6348851804
6136209279,6304989462
6136209279,7734073810
6136209279,7119575577
6136209279,7291337081
6136209279,6613366606
6136209279,7483215628
6136209279,6614596240
6614596240,7744827342
7744827342,5089459866
6614596240,7193838102
7193838102,5820226907
7193838102,6123739500
7193838102,6583089452
7193838102,6049755084
7193838102,6604097735
7193838102,7558453294
6614596240,3906217337
3906217337,6863559785
3906217337,6634075141
3906217337,5719033509
3906217337,6816809678
3906217337,5022922504
3906217337,6554526143
3906217337,6634075141
6614596240,7520715531
7520715531,7415721867
7520715531,6136534458
7520715531,5452560433
7520715531,6982663165
7520715531,7603809411
7520715531,5518511510
7520715531,7239292727
7520715531,5891206027
7520715531,5089459866
6614596240,5089459866
6614596240,5600183335
5600183335,6702971503
5600183335,5659187372
5600183335,7205488009
5600183335,6615261701
5600183335,6575816433
6614596240,2424258363
2424258363,2916372561
2424258363,6013564945
2424258363,6160657887
2424258363,6736740428
2424258363,2022225687
2424258363,5736819631
2424258363,3628081405
2424258363,5052716954
2424258363,6647476834
2424258363,7315051665
2424258363,7284878462
2424258363,7369508454
2424258363,7223693572
2424258363,6593035373
2424258363,5186580064
2424258363,6285446576
2424258363,7566261813
2424258363,7565296422
2424258363,6419448524
2424258363,5967670804
2424258363,7006645338
2424258363,6991732390
2424258363,6621290529
2424258363,2835908994
2424258363,6364468032
2424258363,7412161510
2424258363,3119970633
2424258363,2267014747
2424258363,3242878361
2424258363,5366047272
2424258363,3190924137
2424258363,5175030598
2424258363,5919261923
2424258363,6569803884
2424258363,6364468032
2424258363,5163133261
2424258363,5580842619
2424258363,1200613002
2424258363,7477941614
2424258363,7532988344
2424258363,2411700463
2424258363,6592019936
7439744149,7753820877
7753820877,2617140835
7753820877,7735072897
7735072897,2003168425
2003168425,2490102893
2003168425,5222095275
2003168425,1959582281
7735072897,7440358547
7753820877,7704166953
7704166953,7484884697
7484884697,6288044518
7484884697,7313820649
7704166953,3301292035
3301292035,2771615510
3301292035,2329982970
7704166953,7642194939
7704166953,6576543775
6576543775,6361000416
6576543775,5720910661
6576543775,5244223569
6576543775,6090329039
6576543775,6361000416
7704166953,5325936066
5325936066,3301292035
5325936066,7734338370
5325936066,1525614971
5325936066,1525614971
5325936066,7734338370
5325936066,7734338370
7704166953,5268574634
5268574634,5781090196
5268574634,3301292035
7704166953,6701548106
6701548106,6104222243
7704166953,6247250030
7704166953,5616909037
7704166953,5340515925
7704166953,2306834232
7704166953,5487765211
7704166953,7552020035
7704166953,7287343634
7287343634,5301311499
7287343634,3040486564
7287343634,5138526998
7287343634,2963598921
7704166953,7499294524
7499294524,1862566585
7499294524,7623815803
7704166953,7484884697
7704166953,7174397671
7174397671,6511709862
7174397671,5391270724
7174397671,7533245154
7704166953,7656823074
7704166953,7500951091
7500951091,5712814629
7500951091,6440317268
7500951091,5712814629
7500951091,5712814629
7704166953,5712814629
7704166953,2602655654
7704166953,7294533407
7294533407,6656432518
7294533407,5664083817
7294533407,5664083817
7704166953,6504599886
6504599886,5619672247
6504599886,5859928690
7704166953,7577685495
7577685495,5583908023
7577685495,1858794802
7577685495,6456560722
7577685495,1721445667
7577685495,6899278262
7577685495,6911910172
7577685495,7744535902
7577685495,2368781305
7577685495,7643648915
7577685495,3174110910
7577685495,7294533407
7577685495,5958560256
7577685495,7024764837
7577685495,7504483789
7577685495,3264430370
7577685495,1688879267
7577685495,5964070299
7577685495,3291063101
7577685495,5376809082
7577685495,5715957824
7577685495,1028783644
7577685495,3293893032
7577685495,5172014268
7577685495,1810704083
7577685495,5425205708
7577685495,6797914740
7704166953,6927277562
6927277562,2708105507
7704166953,7331221809
7704166953,5172661465
5172661465,6486373344
7704166953,7431374198
7704166953,6575883784
7704166953,1784750375
1784750375,6579171195
1784750375,6579171195
1784750375,6579171195
1784750375,2667560243
1784750375,6579171195
1784750375,6579171195
7704166953,7746810046
7704166953,5335051803
5335051803,6425559871
5335051803,5072213901
5335051803,5072213901
5335051803,5072213901
5335051803,6988491191
5335051803,5072213901
5335051803,5072213901
5335051803,5072213901
5335051803,6854780406
5335051803,5072213901
7704166953,5335051803
7704166953,7365113227
7365113227,5421383039
7365113227,5599755414
7365113227,3804146441
7704166953,2151251135
2151251135,5208837275
2151251135,7746346951
7704166953,7455657181
7455657181,7746810046
7455657181,7048835883
7455657181,7718689388
7455657181,7342750724
7455657181,7594165010
7455657181,7718689388
7704166953,7279307929
7704166953,7752493974
7752493974,6269040437
7752493974,5220067269
7752493974,1738648974
7704166953,1738648974
7704166953,2870096052
2870096052,7391935981
2870096052,5578207598
2870096052,2367041662
2870096052,6437839642
2870096052,2367041662
2870096052,1770362335
2870096052,1789633564
7704166953,7558082036
7558082036,2070377923
7558082036,6537886192
7558082036,5297197365
7558082036,5144616388
7558082036,6284739292
7558082036,2161140083
7704166953,5245467064
5245467064,3734894881
5245467064,2089633325
5245467064,5625563961
5245467064,1205190543
7704166953,2787052302
7704166953,7601964355
7704166953,7408621627
7408621627,2446891987
7408621627,5691922834
7408621627,1506883232
7408621627,6854780406
7408621627,2446891987
7408621627,5668110558
7408621627,5017399513
7704166953,7408621627
7704166953,6862923194
6862923194,7498805457
6862923194,6772253325
6862923194,5586120475
6862923194,7444560111
6862923194,1792696735
6862923194,5496517100
6862923194,6595126962
6862923194,6639797820
6862923194,5465492110
6862923194,6361000416
7704166953,6544218233
6544218233,3183824774
7704166953,2890841951
2890841951,7487231134
2890841951,7035209982
2890841951,2686050011
2890841951,5859679505
2890841951,5680439273
7704166953,5415679510
5415679510,5235842208
7704166953,7157308348
7704166953,7300329697
7704166953,2704885845
7704166953,5869532841
5869532841,5143059094
5869532841,5143059094
7704166953,7566582338
7704166953,7391569864
7704166953,3034066282
7704166953,1323914224
1323914224,6276683844
1323914224,6311801009
1323914224,3288556612
1323914224,1606565054
1323914224,6030009032
1323914224,3209488545
1323914224,5308297086
1323914224,2710535753
1323914224,2240223944
7704166953,7555681686
7555681686,2108318773
7555681686,7565069367
7704166953,1092032564
7704166953,6443235719
6443235719,6328832057
7704166953,7228842794
7704166953,1792696735
7704166953,5335051803
7753820877,2292963325
2292963325,3311251243
3311251243,2292963325
3311251243,2292963325
3311251243,2292963325
3311251243,2104837237
3311251243,5573787111
2292963325,2118895210
2118895210,1863176954
2118895210,1736336560
2118895210,1860178644
2118895210,3005917524
2118895210,6312788634
2118895210,6865278568
2118895210,2182460834
2118895210,2822189447
2118895210,1460400311
2292963325,3311251243
2292963325,3311251243
2292963325,3311251243
2292963325,2118895210
2292963325,3311251243
7753820877,2680288764
2680288764,2812423063
2680288764,5677907803
2680288764,2104881065
2104881065,6821587640
2680288764,5351558619
5351558619,2948955747
2680288764,2948955747
2680288764,6862393775
2680288764,5864090084
2680288764,7740830749
7740830749,1762533977
7740830749,6472957960
7740830749,6684624544
7740830749,6858546552
7740830749,6052723052
7740830749,5581777205
7740830749,5348331351
7740830749,7511144651
7740830749,7526661808
7740830749,6414446936
7740830749,7743716370
7740830749,3165364420
7740830749,2970791920
7740830749,3908185172
7740830749,5080817437
7740830749,5631989615
7740830749,1882861902
7740830749,2710700543
7740830749,2422193542
7740830749,1369217482
7740830749,1049460752
