father_id,user_id
0,5818574750
5818574750,6342509296
5818574750,7439744149
7439744149,7746745284
7746745284,6614596240
6614596240,7452040471
6614596240,7411332945
7411332945,6472051828
7411332945,7375554540
7411332945,3145771552
7411332945,6987318057
7411332945,7484011951
7411332945,6441172291
7411332945,6175014862
7411332945,7281007734
7411332945,7576173612
7411332945,5064489327
7411332945,5643020238
7411332945,7457114191
7411332945,7477429880
7411332945,7740261956
7411332945,7453931994
7411332945,5888688966
7411332945,5659289564
7411332945,7452040471
7411332945,5554390341
7411332945,7758446437
7411332945,5467550073
7411332945,7066335971
7411332945,7384952433
7411332945,7555979989
7411332945,6981610446
7411332945,5472622836
7411332945,6990302097
7411332945,6325004805
7411332945,7100809292
7411332945,6521996298
6614596240,7384994913
7384994913,6575736035
7384994913,6077432393
7384994913,6135395570
6614596240,6490366646
6614596240,6990180586
6990180586,7572060301
6990180586,5153432278
6990180586,7364420679
6990180586,6476819489
6990180586,7511069053
6990180586,7565713796
6990180586,6318080917
6990180586,6544730478
6990180586,7482576743
6990180586,7569037854
6990180586,6108303465
6990180586,6972303625
6990180586,7679173808
6990180586,7735942716
6990180586,5486576271
6990180586,5828595592
6990180586,6377997703
6990180586,6381485798
6990180586,7408993905
6990180586,7666111890
6990180586,2114725773
6990180586,6062436497
6990180586,6325120897
6990180586,6247259233
6614596240,6345643858
6345643858,7684033998
6345643858,7159458906
6345643858,7359477308
6345643858,6210341312
6345643858,7626326488
6345643858,5880913796
6345643858,6992290234
6345643858,7734999208
6345643858,7748239526
6345643858,6655372632
6345643858,7453777128
6345643858,7226771363
6345643858,7751846832
6345643858,5163383507
6345643858,7735764008
6345643858,5936904276
6345643858,7490678402
6345643858,7680235307
6345643858,6445650904
6345643858,6355971292
6345643858,6831672461
6345643858,5846468924
6345643858,7010911325
6345643858,2450840965
6345643858,6307177092
6345643858,7296045826
6345643858,5604437790
6345643858,7275275305
6614596240,2636752925
2636752925,6554908453
2636752925,5580013787
2636752925,6548211167
